title,link,salary,company,area,update_time,exp_title,education,com_type
Native English Speaking Teacher for ESL,http://www.jobleadchina.com/job/1858,20K/MTH - 30K/MTH,Yungu School,Hangzhou,"Post time: April 24, 2018",Experience: Associate,Bachelor,School
Kindergarten Class Teacher-Native English Speaking,http://www.jobleadchina.com/job/1857,20K/MTH - 30K/MTH,Yungu School,Hangzhou,"Post time: April 24, 2018",Experience: Associate,Bachelor,School
Young Learner's Instructor at Shang Learning,http://www.jobleadchina.com/job/1844,12K/MTH - 14K/MTH,JingJobs,Beijing,"Post time: April 21, 2018",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Academic Director at Shang Learning,http://www.jobleadchina.com/job/1843,20K/MTH - 25K/MTH,JingJobs,Beijing,"Post time: April 21, 2018",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
USKid online teacher,http://www.jobleadchina.com/job/1837,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: April 20, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
USKid online teacher,http://www.jobleadchina.com/job/1833,0K/MTH - 10000K/MTH,USKid,Beijing,"Post time: April 19, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/1612,1K/MTH - 3K/MTH,HENAN PARENT-CHILD TRIP,Others,"Post time: April 18, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
English Teacher for South Afican,http://www.jobleadchina.com/job/1613,1K/MTH - 3K/MTH,HENAN PARENT-CHILD TRIP,Others,"Post time: April 18, 2018",Experience: Mid-Senior Level,Any education,Teaching Center
Physics/ accounting/ maths/ English/ Chemistry Tea,http://www.jobleadchina.com/job/1815,30K/MTH - 31K/MTH,D&K Management Consulting,Hangzhou,"Post time: April 12, 2018",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
English Teachers in China,http://www.jobleadchina.com/job/1811,20K/MTH - 23K/MTH,Chuantong,Beijing,"Post time: April 11, 2018",Experience: Entry Level,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/1797,17K/MTH - 20K/MTH,Maxen International Education,Beijing,"Post time: April 11, 2018",Experience: Associate,Any education,Teaching Center
Leep Teacher at Sanli International,http://www.jobleadchina.com/job/1802,20K/MTH - 28K/MTH,JingJobs,Shanghai,"Post time: April 09, 2018",Experience: Associate,Bachelor,Consultancy/Legal/Admin
English Teacher,http://www.jobleadchina.com/job/1799,17K/MTH - 30K/MTH,USA League,Shanghai,"Post time: April 08, 2018",Experience: Associate,Bachelor,Teaching Center
Teach in Jiangxi  YingTan Vocational and Technical,http://www.jobleadchina.com/job/1796,8K/MTH - 10K/MTH,Hangzhou Zhejiang University Helen China TEFL Netw,Hangzhou,"Post time: April 08, 2018",Experience: Mid-Senior Level,Any education,School
"Teach in Public Schools in Hangzhou and Zhejiang, ",http://www.jobleadchina.com/job/1793,12K/MTH - 25K/MTH,Hangzhou Zhejiang University Helen China TEFL Netw,Hangzhou,"Post time: April 08, 2018",Experience: Mid-Senior Level,Any education,School
English teacher,http://www.jobleadchina.com/job/1795,8K/MTH - 10K/MTH,Wellington Qinghai,Others,"Post time: April 05, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
ENGLISH DRAMA TEACHERS & FOREIGN ENGLISH TEACHERS,http://www.jobleadchina.com/job/1794,11K/MTH - 20K/MTH,Fruits Space,Beijing,"Post time: April 04, 2018",Experience: Entry Level,Bachelor,Outsourcing
Kindergarten English Teacher,http://www.jobleadchina.com/job/1790,15K/MTH - 20K/MTH,UE ,Xi'an,"Post time: April 02, 2018",Experience: Executive,Bachelor,Consultancy/Legal/Admin
English teachers for International schools,http://www.jobleadchina.com/job/1787,15K/MTH - 23K/MTH,Imagine Preschool,Beijing,"Post time: March 30, 2018",Experience: Associate,Bachelor,School
Native English teacher are wanted!(16k-20k) ,http://www.jobleadchina.com/job/1780,16K/MTH - 20K/MTH,51Laoy,Beijing,"Post time: March 29, 2018",Experience: Associate,Bachelor,School
English teaching position with good salary and ben,http://www.jobleadchina.com/job/1769,13K/MTH - 16K/MTH,V-Ron International English,Others,"Post time: March 27, 2018",Experience: Associate,Bachelor,Teaching Center
English teaching position with good salary and ben,http://www.jobleadchina.com/job/1768,13K/MTH - 16K/MTH,V-Ron International English,Others,"Post time: March 27, 2018",Experience: Associate,Bachelor,Teaching Center
Freelance Fashion Article Writer,http://www.jobleadchina.com/job/1749,0K/MTH - 1K/MTH,MOD'ART SHANGHAI,Others,"Post time: March 22, 2018",Experience: Entry Level,Any education,School
ESL teacher,http://www.jobleadchina.com/job/1748,16K/MTH - 18K/MTH,Webi English School,Tianjin,"Post time: March 22, 2018",Experience: Entry Level,Bachelor,Teaching Center
"Instructor for ""Electronic Fabrication Fundamental",http://www.jobleadchina.com/job/1736,0K/MTH - 30K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
Instructor for Course “World Regional Geography”,http://www.jobleadchina.com/job/1735,0K/MTH - 30K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
 Instructor for Course “Planet Earth: Surface Proc,http://www.jobleadchina.com/job/1734,0K/MTH - 30K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
Instructor for Course “GIS Data Integration”,http://www.jobleadchina.com/job/1733,0K/MTH - 30K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
Foreign Instructor for an Undergraduate Course,http://www.jobleadchina.com/job/1732,0K/MTH - 30K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
 Foreign Instructor for an Undergraduate Course “D,http://www.jobleadchina.com/job/1731,0K/MTH - 30K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
 Foreign Instructor for an Undergraduate Course “A,http://www.jobleadchina.com/job/1730,0K/MTH - 30000K/MTH,Beijing Prepare,Others,"Post time: March 19, 2018",Experience: Entry Level,Bachelor,Teaching Center
Online English Teacher,http://www.jobleadchina.com/job/1710,3K/MTH - 18K/MTH,DaDaABC,Others,"Post time: March 12, 2018",Experience: Entry Level,Bachelor,Teaching Center
English Language Teacher,http://www.jobleadchina.com/job/1707,18K/MTH - 24K/MTH,ICan Education,Others,"Post time: March 11, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
Education Consultant at Shang Learning,http://www.jobleadchina.com/job/1706,15K/MTH - 20K/MTH,JingJobs,Beijing,"Post time: March 10, 2018",Experience: Entry Level,Master,Consultancy/Legal/Admin
English teacher,http://www.jobleadchina.com/job/1701,18000K/MTH - 22000K/MTH,ABIE American baby international English,Shanghai,"Post time: March 09, 2018",Experience: Entry Level,Bachelor,Teaching Center
ESL teachers,http://www.jobleadchina.com/job/1694,10K/MTH - 18K/MTH,Field International Education,Beijing,"Post time: March 07, 2018",Experience: Associate,Any education,Teaching Center
ESL Teachers Wanted,http://www.jobleadchina.com/job/1690,14K/MTH - 22K/MTH,Wingokids English School,Beijing,"Post time: March 03, 2018",Experience: Entry Level,Any education,Teaching Center
International Educator at Sanli International,http://www.jobleadchina.com/job/1688,20K/MTH - 25K/MTH,JingJobs,Shanghai,"Post time: March 02, 2018",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
English Instructor,http://www.jobleadchina.com/job/1661,8000K/MTH - 15000K/MTH,Gymboree,Beijing,"Post time: February 26, 2018",Experience: Entry Level,Associate,Teaching Center
Kindergarten's Teacher Wanted In Shanghai,http://www.jobleadchina.com/job/1660,14K/MTH - 18K/MTH,Andy,Shanghai,"Post time: February 25, 2018",Experience: Entry Level,Bachelor,Teaching Center
ZhengZhou ChangJiangDongLu Primary School,http://www.jobleadchina.com/job/1659,13K/MTH - 14K/MTH,HeNan Liyun,Others,"Post time: February 23, 2018",Experience: Entry Level,Bachelor,School
ESL teachers in public Primary schools,http://www.jobleadchina.com/job/1288,13K/MTH - 14K/MTH,HeNan Liyun,Others,"Post time: February 23, 2018",Experience: Entry Level,Bachelor,School
ESL teachers in public Primary schools,http://www.jobleadchina.com/job/1287,13K/MTH - 14K/MTH,HeNan Liyun,Others,"Post time: February 23, 2018",Experience: Entry Level,Bachelor,School
English Teacher,http://www.jobleadchina.com/job/1656,15K/MTH - 20K/MTH,Meisha Education,Guangzhou,"Post time: February 23, 2018",Experience: Entry Level,Bachelor,Teaching Center
Teachers - Sino-Canadian International College/Gua,http://www.jobleadchina.com/job/1643,6K/MTH - 9K/MTH,CFCIE,Others,"Post time: February 07, 2018",Experience: Entry Level,Bachelor,Teaching Center
English Language Teacher,http://www.jobleadchina.com/job/1626,13000K/MTH - 20000K/MTH,Houhai Education Beijing ,Beijing,"Post time: January 30, 2018",Experience: Associate,Bachelor,Teaching Center
Interntional School need Natives,http://www.jobleadchina.com/job/1624,15K/MTH - 20K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: January 30, 2018",Experience: Entry Level,Bachelor,Teaching Center
coding teacher,http://www.jobleadchina.com/job/1620,6K/MTH - 20K/MTH,Leaplearner,Shanghai,"Post time: January 27, 2018",Experience: Entry Level,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/1617,16K/MTH - 22K/MTH,NST,Beijing,"Post time: January 26, 2018",Experience: Mid-Senior Level,Bachelor,Consultancy/Legal/Admin
Foreign English Teacher,http://www.jobleadchina.com/job/1616,17K/MTH - 21K/MTH,NST,Beijing,"Post time: January 26, 2018",Experience: Mid-Senior Level,Any education,Consultancy/Legal/Admin
English Teacher for Adults at Elite Learning,http://www.jobleadchina.com/job/1611,14K/MTH - 20K/MTH,JingJobs,Beijing,"Post time: January 24, 2018",Experience: Entry Level,Bachelor,Consultancy/Legal/Admin
Foreigner teacher for baby group(age1-3) ,http://www.jobleadchina.com/job/1595,15K/MTH - 20K/MTH,Intelligent Baby,Shanghai,"Post time: January 16, 2018",Experience: Mid-Senior Level,Bachelor,Teaching Center
"Art teacher (piano, dance, fine art, music and per",http://www.jobleadchina.com/job/1562,10K/MTH - 12K/MTH,International Language and Fine Art Training Cente,Beijing,"Post time: January 15, 2018",Experience: Executive,Any education,Teaching Center
"Language teacher (English, Spanish, France, German",http://www.jobleadchina.com/job/1563,10K/MTH - 12K/MTH,International Language and Fine Art Training Cente,Beijing,"Post time: January 15, 2018",Experience: Executive,Any education,Teaching Center
ESL teachers,http://www.jobleadchina.com/job/1588,12000K/MTH - 18000K/MTH,Nanjing Studio English Classroom,Nanjing,"Post time: January 13, 2018",Experience: Associate,Any education,Teaching Center
Teaching English in China,http://www.jobleadchina.com/job/1589,10K/MTH - 18K/MTH,Cinostar edu,Beijing,"Post time: January 12, 2018",Experience: Entry Level,Any education,Teaching Center
Teaching English in China (Beijing),http://www.jobleadchina.com/job/1587,10000K/MTH - 20000K/MTH,Cinostar edu,Beijing,"Post time: January 11, 2018",Experience: Entry Level,Any education,Teaching Center
Teaching assistant for K-6,http://www.jobleadchina.com/job/1586,10K/MTH - 10K/MTH,T-school,Tianjin,"Post time: January 11, 2018",Experience: Entry Level,Bachelor,School
Teaching assistant for K-6,http://www.jobleadchina.com/job/1585,10K/MTH - 10K/MTH,T-school,Beijing,"Post time: January 11, 2018",Experience: Entry Level,Bachelor,School
 General teacher for K-2,http://www.jobleadchina.com/job/1584,16K/MTH - 17K/MTH,T-school,Tianjin,"Post time: January 11, 2018",Experience: Associate,Bachelor,School
General teacher for K-2,http://www.jobleadchina.com/job/1583,16K/MTH - 17K/MTH,T-school,Beijing,"Post time: January 11, 2018",Experience: Associate,Bachelor,School
Experienced subject teacher for K3-6,http://www.jobleadchina.com/job/1582,20K/MTH - 21K/MTH,T-school,Tianjin,"Post time: January 11, 2018",Experience: Associate,Bachelor,School
Experienced subject teacher for K3-6,http://www.jobleadchina.com/job/1581,20K/MTH - 21K/MTH,T-school,Beijing,"Post time: January 11, 2018",Experience: Associate,Bachelor,School
Experienced English teaching and research teacher,http://www.jobleadchina.com/job/1580,20K/MTH - 21K/MTH,T-school,Tianjin,"Post time: January 11, 2018",Experience: Mid-Senior Level,Bachelor,School
Experienced English teaching and research teacher,http://www.jobleadchina.com/job/1579,20K/MTH - 21K/MTH,T-school,Beijing,"Post time: January 11, 2018",Experience: Mid-Senior Level,Bachelor,School
Online English Tutor for Kids,http://www.jobleadchina.com/job/1578,8000K/MTH - 16000K/MTH,DaDaABC,Shanghai,"Post time: January 10, 2018",Experience: Entry Level,Bachelor,Teaching Center
Tutor,http://www.jobleadchina.com/job/1577,1000K/MTH - 2000K/MTH,美国私塾,Others,"Post time: January 10, 2018",Experience: Internship,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/1441,15K/MTH - 25K/MTH,ACES,Shenzhen,"Post time: January 09, 2018",Experience: Entry Level,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/1409,15K/MTH - 25K/MTH,ACES,Shenzhen,"Post time: January 09, 2018",Experience: Entry Level,Any education,Teaching Center
Full Time English Literature Teacher,http://www.jobleadchina.com/job/1574,16K/MTH - 22K/MTH,BOTO,Beijing,"Post time: January 08, 2018",Experience: Entry Level,Bachelor,Teaching Center
Full-time teaching in public schools,http://www.jobleadchina.com/job/1573,6K/MTH - 26K/MTH," Wendy Talent Development Co., Ltd",Hangzhou,"Post time: January 08, 2018",Experience: Entry Level,Bachelor,Outsourcing
President Assistant（U.S. & U.K. citizen）,http://www.jobleadchina.com/job/1553,10K/MTH - 20K/MTH,37 Interactive Entertainment,Guangzhou,"Post time: January 03, 2018",Experience: Executive,Bachelor,Software
Online English Tutor for Kids,http://www.jobleadchina.com/job/1546,3K/MTH - 18K/MTH,DaDaABC,Others,"Post time: December 29, 2017",Experience: Entry Level,Bachelor,Teaching Center
Private Training School Is Looking for Native Spea,http://www.jobleadchina.com/job/1543,16K/MTH - 22K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: December 29, 2017",Experience: Entry Level,Bachelor,Teaching Center
English Teaching Job In China (High Salary),http://www.jobleadchina.com/job/1357,12K/MTH - 20K/MTH,Field Education,Xi'an,"Post time: December 28, 2017",Experience: Associate,Any education,School
Public high school need foreign teacher urgrntly,http://www.jobleadchina.com/job/1421,12K/MTH - 15K/MTH,Field Education,Others,"Post time: December 28, 2017",Experience: Entry Level,Any education,School
"Caofang Station,Beijing Need 3 Teachers",http://www.jobleadchina.com/job/1541,12K/MTH - 13K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: December 28, 2017",Experience: Entry Level,Bachelor,Teaching Center
USKid Online ESL teacher,http://www.jobleadchina.com/job/1527,0K/MTH - 15000K/MTH,USKid,Others,"Post time: December 22, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/1523,12000K/MTH - 18000K/MTH,English Plus Education,Beijing,"Post time: December 21, 2017",Experience: Associate,Bachelor,Teaching Center
Online English Tutor for Kids,http://www.jobleadchina.com/job/1519,2K/MTH - 18K/MTH,DaDaABC,Others,"Post time: December 20, 2017",Experience: Entry Level,Bachelor,Teaching Center
English teacher,http://www.jobleadchina.com/job/1502,8000K/MTH - 15000K/MTH,Baiqian,Beijing,"Post time: December 13, 2017",Experience: Associate,Associate,Others
Beijing Need One Europe Female Teacher ASAP,http://www.jobleadchina.com/job/1500,14K/MTH - 15K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: December 13, 2017",Experience: Entry Level,Bachelor,Teaching Center
Rewarding Kindergarten Teaching Positions Availabl,http://www.jobleadchina.com/job/1497,14000K/MTH - 20000K/MTH,Love China ESL,Others,"Post time: December 13, 2017",Experience: Mid-Senior Level,Bachelor,Others
ONLINE ENGLISH TEACHERS WANTED!,http://www.jobleadchina.com/job/1496,2K/MTH - 18K/MTH,DaDaABC,Others,"Post time: December 12, 2017",Experience: Entry Level,Bachelor,Teaching Center
Native  English Teacher,http://www.jobleadchina.com/job/1478,15K/MTH - 18K/MTH,Newton kindergarten,Others,"Post time: December 11, 2017",Experience: Associate,Bachelor,School
Hangzhou Training Center Need Teachers,http://www.jobleadchina.com/job/1481,12K/MTH - 18K/MTH,Geosita Educational Technology Limited Coo,Hangzhou,"Post time: December 08, 2017",Experience: Entry Level,Bachelor,Teaching Center
Swimming Teacher (Full/Part Time) ,http://www.jobleadchina.com/job/1005,5K/MTH - 10K/MTH, Buddies Asset Management ,Nanjing,"Post time: December 06, 2017",Experience: Entry Level,Any education,Teaching Center
Swimming/English Teacher,http://www.jobleadchina.com/job/1326,5K/MTH - 12K/MTH, Buddies Asset Management ,Nanjing,"Post time: December 06, 2017",Experience: Entry Level,Any education,Teaching Center
"Chaoyangmen Station, Line 2 Need One Teacher Need ",http://www.jobleadchina.com/job/1461,14K/MTH - 15K/MTH,Geosita Educational Technology Limited Coo,Beijing,"Post time: December 05, 2017",Experience: Entry Level,Bachelor,Teaching Center
English Teacher full time/part time,http://www.jobleadchina.com/job/1453,4K/MTH - 12K/MTH,Wanin Education,Hangzhou,"Post time: December 04, 2017",Experience: Entry Level,Any education,Teaching Center
